property;value
shoulderHalfLeft;0.128618
neck;0.08346
shoulderHalfRight;0.193228
upperarmRight;0.2546
forearmRight;0.316745
shoulder;0.251397
upperBody;0.260805
hip;0.112023
lowerBody;0.36457
body;0.625337
lowerLegLeft;0.358357
upperLegLeft;0.475068
upperLegRight;0.490262
lowerLegRight;0.43528
forearmLeft;0.302358
upperarmLeft;0.330395
shoulderHalfLeft;0.128726
neck;0.0834882
shoulderHalfRight;0.192807
upperarmRight;0.254622
forearmRight;0.308547
shoulder;0.250741
upperBody;0.260858
hip;0.112049
lowerBody;0.364641
body;0.62546
lowerLegLeft;0.358328
upperLegLeft;0.474959
upperLegRight;0.490152
lowerLegRight;0.435317
forearmLeft;0.302744
upperarmLeft;0.3304
shoulderHalfLeft;0.128801
neck;0.083501
shoulderHalfRight;0.192985
upperarmRight;0.254626
forearmRight;0.306223
shoulder;0.250947
upperBody;0.2609
hip;0.112009
lowerBody;0.364666
body;0.625528
lowerLegLeft;0.358734
upperLegLeft;0.474737
upperLegRight;0.489977
lowerLegRight;0.435495
forearmLeft;0.302927
upperarmLeft;0.330398
shoulderHalfLeft;0.128839
neck;0.0835081
shoulderHalfRight;0.193128
upperarmRight;0.254687
forearmRight;0.311064
shoulder;0.251065
upperBody;0.260926
hip;0.111965
lowerBody;0.364688
body;0.625575
lowerLegLeft;0.358441
upperLegLeft;0.47506
upperLegRight;0.489995
lowerLegRight;0.435516
forearmLeft;0.303325
upperarmLeft;0.330384
shoulderHalfLeft;0.128913
neck;0.0835126
shoulderHalfRight;0.193221
upperarmRight;0.254687
forearmRight;0.313048
shoulder;0.251244
upperBody;0.260945
hip;0.11192
lowerBody;0.364706
body;0.625612
lowerLegLeft;0.358063
upperLegLeft;0.475428
upperLegRight;0.489817
lowerLegRight;0.435594
forearmLeft;0.303096
upperarmLeft;0.330427
shoulderHalfLeft;0.128986
neck;0.0835128
shoulderHalfRight;0.193254
upperarmRight;0.254686
forearmRight;0.305234
shoulder;0.251312
upperBody;0.26094
hip;0.111868
lowerBody;0.364705
body;0.625606
lowerLegLeft;0.409705
upperLegLeft;0.475452
upperLegRight;0.489439
lowerLegRight;0.480694
forearmLeft;0.303447
upperarmLeft;0.330454
shoulderHalfLeft;0.129074
neck;0.0835351
shoulderHalfRight;0.193291
upperarmRight;0.254836
forearmRight;0.313657
shoulder;0.251331
upperBody;0.260985
hip;0.111789
lowerBody;0.36472
body;0.625666
lowerLegLeft;0.365915
upperLegLeft;0.475455
upperLegRight;0.489397
lowerLegRight;0.440355
forearmLeft;0.303237
upperarmLeft;0.330501
shoulderHalfLeft;0.129438
neck;0.0836357
shoulderHalfRight;0.192206
upperarmRight;0.25485
forearmRight;0.302233
shoulder;0.250765
upperBody;0.261196
hip;0.111749
lowerBody;0.364803
body;0.625958
lowerLegLeft;0.409717
upperLegLeft;0.474469
upperLegRight;0.489314
lowerLegRight;0.479135
forearmLeft;0.303451
upperarmLeft;0.330517
shoulderHalfLeft;0.12952
neck;0.0836299
shoulderHalfRight;0.192346
upperarmRight;0.255037
forearmRight;0.309865
shoulder;0.250906
upperBody;0.261177
hip;0.111736
lowerBody;0.364779
body;0.625914
lowerLegLeft;0.3691
upperLegLeft;0.474758
upperLegRight;0.489221
lowerLegRight;0.442792
forearmLeft;0.303467
upperarmLeft;0.330542
shoulderHalfLeft;0.129525
neck;0.0836169
shoulderHalfRight;0.191856
upperarmRight;0.255328
forearmRight;0.304519
shoulder;0.250316
upperBody;0.261161
hip;0.111746
lowerBody;0.364772
body;0.625891
lowerLegLeft;0.40895
upperLegLeft;0.474739
upperLegRight;0.490144
lowerLegRight;0.478272
forearmLeft;0.30286
upperarmLeft;0.330591
shoulderHalfLeft;0.129782
neck;0.0836117
shoulderHalfRight;0.190083
upperarmRight;0.256063
forearmRight;0.310984
shoulder;0.250904
upperBody;0.261152
hip;0.111671
lowerBody;0.364754
body;0.625864
lowerLegLeft;0.408769
upperLegLeft;0.475853
upperLegRight;0.490213
lowerLegRight;0.479239
forearmLeft;0.303061
upperarmLeft;0.330591
shoulderHalfLeft;0.129824
neck;0.0836331
shoulderHalfRight;0.190029
upperarmRight;0.256042
forearmRight;0.305909
shoulder;0.250513
upperBody;0.26121
hip;0.111671
lowerBody;0.364782
body;0.625951
lowerLegLeft;0.409369
upperLegLeft;0.475389
upperLegRight;0.490247
lowerLegRight;0.479699
forearmLeft;0.303044
upperarmLeft;0.330623
shoulderHalfLeft;0.129859
neck;0.0836248
shoulderHalfRight;0.190426
upperarmRight;0.255895
forearmRight;0.300641
shoulder;0.250464
upperBody;0.261207
hip;0.111624
lowerBody;0.364778
body;0.625944
lowerLegLeft;0.345153
upperLegLeft;0.476133
upperLegRight;0.489685
lowerLegRight;0.427711
forearmLeft;0.303152
upperarmLeft;0.33064
shoulderHalfLeft;0.129787
neck;0.0836048
shoulderHalfRight;0.190544
upperarmRight;0.255709
forearmRight;0.297928
shoulder;0.250146
upperBody;0.261175
hip;0.11168
lowerBody;0.364766
body;0.625902
lowerLegLeft;0.351382
upperLegLeft;0.476374
upperLegRight;0.489236
lowerLegRight;0.432799
forearmLeft;0.303187
upperarmLeft;0.330656
shoulderHalfLeft;0.129786
neck;0.0835965
shoulderHalfRight;0.19089
upperarmRight;0.255597
forearmRight;0.297065
shoulder;0.250508
upperBody;0.261166
hip;0.111673
lowerBody;0.364768
body;0.625894
lowerLegLeft;0.354432
upperLegLeft;0.476367
upperLegRight;0.4891
lowerLegRight;0.434693
forearmLeft;0.303349
upperarmLeft;0.33067
shoulderHalfLeft;0.129939
neck;0.0836275
shoulderHalfRight;0.191193
upperarmRight;0.255526
forearmRight;0.295744
shoulder;0.250733
upperBody;0.26125
hip;0.111678
lowerBody;0.364805
body;0.626016
lowerLegLeft;0.355846
upperLegLeft;0.475795
upperLegRight;0.489448
lowerLegRight;0.43476
forearmLeft;0.303255
upperarmLeft;0.330707
shoulderHalfLeft;0.129986
neck;0.083625
shoulderHalfRight;0.191415
upperarmRight;0.255531
forearmRight;0.3104
shoulder;0.250939
upperBody;0.261251
hip;0.111677
lowerBody;0.364805
body;0.626018
lowerLegLeft;0.357671
upperLegLeft;0.474922
upperLegRight;0.489299
lowerLegRight;0.435434
forearmLeft;0.303378
upperarmLeft;0.330714
shoulderHalfLeft;0.129963
neck;0.0836176
shoulderHalfRight;0.191626
upperarmRight;0.255482
forearmRight;0.30413
shoulder;0.251039
upperBody;0.261246
hip;0.111666
lowerBody;0.36481
body;0.626017
lowerLegLeft;0.358282
upperLegLeft;0.47495
upperLegRight;0.489554
lowerLegRight;0.435807
forearmLeft;0.302507
upperarmLeft;0.330797
shoulderHalfLeft;0.130136
neck;0.0836152
shoulderHalfRight;0.186547
upperarmRight;0.256489
forearmRight;0.300427
shoulder;0.246893
upperBody;0.261248
hip;0.111763
lowerBody;0.364837
body;0.626047
lowerLegLeft;0.358582
upperLegLeft;0.475685
upperLegRight;0.489292
lowerLegRight;0.436847
forearmLeft;0.302377
upperarmLeft;0.330824
shoulderHalfLeft;0.130171
neck;0.083612
shoulderHalfRight;0.187742
upperarmRight;0.256221
forearmRight;0.296934
shoulder;0.248065
upperBody;0.26124
hip;0.111796
lowerBody;0.364823
body;0.626024
lowerLegLeft;0.409572
upperLegLeft;0.47624
upperLegRight;0.489283
lowerLegRight;0.482015
forearmLeft;0.302695
upperarmLeft;0.330825
shoulderHalfLeft;0.130122
neck;0.0836067
shoulderHalfRight;0.188883
upperarmRight;0.255936
forearmRight;0.295846
shoulder;0.249039
upperBody;0.261226
hip;0.111828
lowerBody;0.364828
body;0.626015
lowerLegLeft;0.371646
upperLegLeft;0.476993
upperLegRight;0.489203
lowerLegRight;0.447734
forearmLeft;0.302344
upperarmLeft;0.330878
shoulderHalfLeft;0.130251
neck;0.0836066
shoulderHalfRight;0.187997
upperarmRight;0.255987
forearmRight;0.295014
shoulder;0.2489
upperBody;0.261236
hip;0.111878
lowerBody;0.36486
body;0.626056
lowerLegLeft;0.36749
upperLegLeft;0.476959
upperLegRight;0.489151
lowerLegRight;0.444195
forearmLeft;0.302271
upperarmLeft;0.33091
shoulderHalfLeft;0.130156
neck;0.0835695
shoulderHalfRight;0.188618
upperarmRight;0.2559
forearmRight;0.294999
shoulder;0.249398
upperBody;0.261175
hip;0.111841
lowerBody;0.364792
body;0.625927
lowerLegLeft;0.367131
upperLegLeft;0.477212
upperLegRight;0.488416
lowerLegRight;0.444708
forearmLeft;0.302164
upperarmLeft;0.33094
shoulderHalfLeft;0.130153
neck;0.0835614
shoulderHalfRight;0.189142
upperarmRight;0.255887
forearmRight;0.31103
shoulder;0.249859
upperBody;0.261167
hip;0.111859
lowerBody;0.364783
body;0.625909
lowerLegLeft;0.399897
upperLegLeft;0.477469
upperLegRight;0.488469
lowerLegRight;0.473953
forearmLeft;0.302285
upperarmLeft;0.330947
shoulderHalfLeft;0.130183
neck;0.0835728
shoulderHalfRight;0.189213
upperarmRight;0.25588
forearmRight;0.302631
shoulder;0.249616
upperBody;0.2612
hip;0.111876
lowerBody;0.364795
body;0.625954
lowerLegLeft;0.365679
upperLegLeft;0.47742
upperLegRight;0.48863
lowerLegRight;0.443734
forearmLeft;0.302573
upperarmLeft;0.330945
shoulderHalfLeft;0.130173
neck;0.0835618
shoulderHalfRight;0.189622
upperarmRight;0.255802
forearmRight;0.301041
shoulder;0.249832
upperBody;0.261184
hip;0.111876
lowerBody;0.3648
body;0.625944
lowerLegLeft;0.364576
upperLegLeft;0.477483
upperLegRight;0.488537
lowerLegRight;0.442652
forearmLeft;0.302344
upperarmLeft;0.330986
shoulderHalfLeft;0.130166
neck;0.0835623
shoulderHalfRight;0.19006
upperarmRight;0.255731
forearmRight;0.300311
shoulder;0.250183
upperBody;0.261194
hip;0.111866
lowerBody;0.364813
body;0.625967
lowerLegLeft;0.361793
upperLegLeft;0.476987
upperLegRight;0.488516
lowerLegRight;0.439884
forearmLeft;0.302434
upperarmLeft;0.331007
shoulderHalfLeft;0.130164
neck;0.0835605
shoulderHalfRight;0.190485
upperarmRight;0.255623
forearmRight;0.308038
shoulder;0.250538
upperBody;0.261189
hip;0.111892
lowerBody;0.364822
body;0.625971
lowerLegLeft;0.361717
upperLegLeft;0.475924
upperLegRight;0.488487
lowerLegRight;0.439106
forearmLeft;0.303001
upperarmLeft;0.331005
shoulderHalfLeft;0.130112
neck;0.0835539
shoulderHalfRight;0.190744
upperarmRight;0.255558
forearmRight;0.305835
shoulder;0.250632
upperBody;0.261179
hip;0.111908
lowerBody;0.364824
body;0.625963
lowerLegLeft;0.362048
upperLegLeft;0.475343
upperLegRight;0.488548
lowerLegRight;0.438687
forearmLeft;0.302843
upperarmLeft;0.331037
shoulderHalfLeft;0.130148
neck;0.0835584
shoulderHalfRight;0.190906
upperarmRight;0.255429
forearmRight;0.302952
shoulder;0.250755
upperBody;0.261189
hip;0.111887
lowerBody;0.364851
body;0.626
lowerLegLeft;0.361485
upperLegLeft;0.476084
upperLegRight;0.488522
lowerLegRight;0.438969
forearmLeft;0.302612
upperarmLeft;0.331063
shoulderHalfLeft;0.130103
neck;0.083542
shoulderHalfRight;0.190898
upperarmRight;0.25535
forearmRight;0.301569
shoulder;0.250544
upperBody;0.261164
hip;0.111904
lowerBody;0.36483
body;0.625954
lowerLegLeft;0.36041
upperLegLeft;0.476379
upperLegRight;0.488209
lowerLegRight;0.438725
forearmLeft;0.302682
upperarmLeft;0.331068
shoulderHalfLeft;0.130029
neck;0.0835356
shoulderHalfRight;0.191192
upperarmRight;0.255286
forearmRight;0.300058
shoulder;0.250626
upperBody;0.26115
hip;0.111897
lowerBody;0.364829
body;0.62594
lowerLegLeft;0.360888
upperLegLeft;0.476799
upperLegRight;0.488207
lowerLegRight;0.439356
forearmLeft;0.302889
upperarmLeft;0.331057
shoulderHalfLeft;0.130035
neck;0.0835234
shoulderHalfRight;0.191394
upperarmRight;0.25528
forearmRight;0.310424
shoulder;0.250758
upperBody;0.261138
hip;0.111883
lowerBody;0.364859
body;0.625957
lowerLegLeft;0.3613
upperLegLeft;0.476464
upperLegRight;0.488326
lowerLegRight;0.439256
forearmLeft;0.302547
upperarmLeft;0.331076
shoulderHalfLeft;0.130293
neck;0.0835201
shoulderHalfRight;0.189051
upperarmRight;0.256605
forearmRight;0.312635
shoulder;0.250179
upperBody;0.261134
hip;0.11169
lowerBody;0.364852
body;0.625946
lowerLegLeft;0.361064
upperLegLeft;0.476642
upperLegRight;0.488416
lowerLegRight;0.439181
forearmLeft;0.30262
upperarmLeft;0.331082
shoulderHalfLeft;0.130316
neck;0.0835215
shoulderHalfRight;0.18961
upperarmRight;0.256209
forearmRight;0.304539
shoulder;0.25071
upperBody;0.261137
hip;0.111696
lowerBody;0.364859
body;0.625956
lowerLegLeft;0.359248
upperLegLeft;0.478288
upperLegRight;0.488233
lowerLegRight;0.439372
forearmLeft;0.302934
upperarmLeft;0.33105
shoulderHalfLeft;0.130327
neck;0.0835212
shoulderHalfRight;0.189853
upperarmRight;0.256112
forearmRight;0.302509
shoulder;0.250912
upperBody;0.261134
hip;0.111688
lowerBody;0.364857
body;0.625952
lowerLegLeft;0.408451
upperLegLeft;0.478491
upperLegRight;0.488256
lowerLegRight;0.483805
forearmLeft;0.30309
upperarmLeft;0.331075
shoulderHalfLeft;0.130292
neck;0.0835236
shoulderHalfRight;0.190168
upperarmRight;0.255975
forearmRight;0.301692
shoulder;0.250993
upperBody;0.261138
hip;0.111802
lowerBody;0.364901
body;0.625999
lowerLegLeft;0.408499
upperLegLeft;0.478871
upperLegRight;0.488122
lowerLegRight;0.484264
forearmLeft;0.303033
upperarmLeft;0.331102
shoulderHalfLeft;0.130271
neck;0.0835231
shoulderHalfRight;0.190584
upperarmRight;0.255702
forearmRight;0.300575
shoulder;0.251218
upperBody;0.261135
hip;0.111793
lowerBody;0.364914
body;0.626008
lowerLegLeft;0.361765
upperLegLeft;0.478913
upperLegRight;0.488099
lowerLegRight;0.440283
forearmLeft;0.303122
upperarmLeft;0.331108
shoulderHalfLeft;0.130563
neck;0.0835628
shoulderHalfRight;0.190002
upperarmRight;0.255542
forearmRight;0.312612
shoulder;0.25137
upperBody;0.261211
hip;0.11177
lowerBody;0.364958
body;0.626125
lowerLegLeft;0.397492
upperLegLeft;0.479299
upperLegRight;0.488099
lowerLegRight;0.476459
forearmLeft;0.303138
upperarmLeft;0.331117
shoulderHalfLeft;0.13059
neck;0.0835827
shoulderHalfRight;0.190425
upperarmRight;0.255373
forearmRight;0.306389
shoulder;0.251509
upperBody;0.261256
hip;0.11176
lowerBody;0.364979
body;0.626193
lowerLegLeft;0.370407
upperLegLeft;0.47947
upperLegRight;0.488606
lowerLegRight;0.450328
forearmLeft;0.303419
upperarmLeft;0.331113
shoulderHalfLeft;0.130552
neck;0.0835687
shoulderHalfRight;0.190635
upperarmRight;0.255253
forearmRight;0.303594
shoulder;0.25164
upperBody;0.261226
hip;0.111741
lowerBody;0.364968
body;0.626153
lowerLegLeft;0.369615
upperLegLeft;0.479666
upperLegRight;0.488602
lowerLegRight;0.449634
forearmLeft;0.303448
upperarmLeft;0.331117
shoulderHalfLeft;0.130803
neck;0.0836045
shoulderHalfRight;0.190122
upperarmRight;0.255168
forearmRight;0.30297
shoulder;0.251679
upperBody;0.261308
hip;0.111704
lowerBody;0.36503
body;0.626294
lowerLegLeft;0.367417
upperLegLeft;0.479761
upperLegRight;0.488621
lowerLegRight;0.447622
forearmLeft;0.303433
upperarmLeft;0.331106
shoulderHalfLeft;0.130908
neck;0.0835944
shoulderHalfRight;0.18985
upperarmRight;0.255127
forearmRight;0.301881
shoulder;0.251771
upperBody;0.261291
hip;0.111675
lowerBody;0.365051
body;0.626297
lowerLegLeft;0.368031
upperLegLeft;0.478156
upperLegRight;0.488624
lowerLegRight;0.446757
forearmLeft;0.303686
upperarmLeft;0.330289
shoulderHalfLeft;0.131211
neck;0.0835711
shoulderHalfRight;0.188005
upperarmRight;0.255875
forearmRight;0.301568
shoulder;0.251506
upperBody;0.261245
hip;0.111596
lowerBody;0.365033
body;0.626235
lowerLegLeft;0.367305
upperLegLeft;0.477154
upperLegRight;0.489807
lowerLegRight;0.444073
forearmLeft;0.30381
upperarmLeft;0.33037
shoulderHalfLeft;0.131343
neck;0.0835845
shoulderHalfRight;0.188091
upperarmRight;0.255753
forearmRight;0.30115
shoulder;0.251849
upperBody;0.261276
hip;0.11159
lowerBody;0.365068
body;0.6263
lowerLegLeft;0.366619
upperLegLeft;0.477222
upperLegRight;0.489787
lowerLegRight;0.443371
forearmLeft;0.304101
upperarmLeft;0.329508
shoulderHalfLeft;0.131557
neck;0.0835872
shoulderHalfRight;0.187522
upperarmRight;0.255911
forearmRight;0.300886
shoulder;0.251777
upperBody;0.261301
hip;0.111602
lowerBody;0.365098
body;0.626359
lowerLegLeft;0.365891
upperLegLeft;0.4774
upperLegRight;0.489962
lowerLegRight;0.442723
forearmLeft;0.303511
upperarmLeft;0.330323
shoulderHalfLeft;0.131606
neck;0.0835893
shoulderHalfRight;0.187727
upperarmRight;0.255804
forearmRight;0.300602
shoulder;0.252031
upperBody;0.261304
hip;0.111603
lowerBody;0.365112
body;0.626374
lowerLegLeft;0.398092
upperLegLeft;0.47707
upperLegRight;0.489863
lowerLegRight;0.471132
forearmLeft;0.303516
upperarmLeft;0.330432
shoulderHalfLeft;0.131915
neck;0.0836416
shoulderHalfRight;0.188436
upperarmRight;0.255689
forearmRight;0.308522
shoulder;0.252192
upperBody;0.261436
hip;0.111589
lowerBody;0.365205
body;0.626601
lowerLegLeft;0.3747
upperLegLeft;0.476254
upperLegRight;0.490025
lowerLegRight;0.449073
forearmLeft;0.303801
upperarmLeft;0.330468
shoulderHalfLeft;0.131956
neck;0.0836528
shoulderHalfRight;0.188537
upperarmRight;0.255551
forearmRight;0.312335
shoulder;0.252365
upperBody;0.261456
hip;0.111591
lowerBody;0.365212
body;0.626627
lowerLegLeft;0.369616
upperLegLeft;0.476152
upperLegRight;0.489978
lowerLegRight;0.444629
forearmLeft;0.303765
upperarmLeft;0.330611
shoulderHalfLeft;0.13199
neck;0.0836548
shoulderHalfRight;0.18857
upperarmRight;0.255304
forearmRight;0.31351
shoulder;0.252513
upperBody;0.261447
hip;0.111536
lowerBody;0.365232
body;0.626636
lowerLegLeft;0.406789
upperLegLeft;0.476355
upperLegRight;0.490014
lowerLegRight;0.477643
forearmLeft;0.303645
upperarmLeft;0.330124
shoulderHalfLeft;0.132121
neck;0.0836332
shoulderHalfRight;0.187268
upperarmRight;0.255933
forearmRight;0.314244
shoulder;0.251824
upperBody;0.261426
hip;0.111489
lowerBody;0.365243
body;0.626628
lowerLegLeft;0.361091
upperLegLeft;0.476298
upperLegRight;0.490009
lowerLegRight;0.437921
forearmLeft;0.303792
upperarmLeft;0.330278
shoulderHalfLeft;0.132097
neck;0.0836308
shoulderHalfRight;0.187417
upperarmRight;0.255718
forearmRight;0.304947
shoulder;0.251968
upperBody;0.261412
hip;0.111491
lowerBody;0.365228
body;0.626598
lowerLegLeft;0.360023
upperLegLeft;0.47627
upperLegRight;0.489783
lowerLegRight;0.437204
forearmLeft;0.303923
upperarmLeft;0.329821
shoulderHalfLeft;0.131909
neck;0.0835983
shoulderHalfRight;0.186957
upperarmRight;0.255688
forearmRight;0.30293
shoulder;0.251868
upperBody;0.26135
hip;0.111424
lowerBody;0.365204
body;0.626513
lowerLegLeft;0.359683
upperLegLeft;0.477075
upperLegRight;0.489829
lowerLegRight;0.437477
forearmLeft;0.303841
upperarmLeft;0.329368
shoulderHalfLeft;0.13178
neck;0.0835832
shoulderHalfRight;0.186261
upperarmRight;0.256048
forearmRight;0.307722
shoulder;0.251892
upperBody;0.261317
hip;0.111389
lowerBody;0.365191
body;0.626468
lowerLegLeft;0.407635
upperLegLeft;0.477366
upperLegRight;0.489875
lowerLegRight;0.480141
forearmLeft;0.303984
upperarmLeft;0.32979
shoulderHalfLeft;0.131533
neck;0.0835558
shoulderHalfRight;0.187505
upperarmRight;0.255606
forearmRight;0.304831
shoulder;0.252145
upperBody;0.261246
hip;0.111362
lowerBody;0.365149
body;0.626357
lowerLegLeft;0.375923
upperLegLeft;0.477577
upperLegRight;0.48968
lowerLegRight;0.451485
forearmLeft;0.304045
upperarmLeft;0.329143
shoulderHalfLeft;0.131741
neck;0.0835408
shoulderHalfRight;0.187029
upperarmRight;0.255644
forearmRight;0.309023
shoulder;0.252089
upperBody;0.261207
hip;0.111291
lowerBody;0.365129
body;0.626299
lowerLegLeft;0.372743
upperLegLeft;0.477819
upperLegRight;0.489637
lowerLegRight;0.448973
forearmLeft;0.304054
upperarmLeft;0.328857
shoulderHalfLeft;0.13178
neck;0.0835412
shoulderHalfRight;0.186957
upperarmRight;0.255734
forearmRight;0.312249
shoulder;0.25216
upperBody;0.261204
hip;0.111207
lowerBody;0.365128
body;0.626295
lowerLegLeft;0.371499
upperLegLeft;0.47758
upperLegRight;0.489529
lowerLegRight;0.447957
forearmLeft;0.30416
upperarmLeft;0.328794
shoulderHalfLeft;0.13166
neck;0.0835301
shoulderHalfRight;0.186389
upperarmRight;0.256006
forearmRight;0.314974
shoulder;0.25171
upperBody;0.261169
hip;0.111119
lowerBody;0.365098
body;0.62623
lowerLegLeft;0.400016
upperLegLeft;0.477065
upperLegRight;0.489032
lowerLegRight;0.474076
forearmLeft;0.304371
upperarmLeft;0.328587
shoulderHalfLeft;0.13162
neck;0.0835241
shoulderHalfRight;0.185953
upperarmRight;0.256706
forearmRight;0.315868
shoulder;0.251403
upperBody;0.26116
hip;0.111075
lowerBody;0.36511
body;0.626234
lowerLegLeft;0.35592
upperLegLeft;0.477048
upperLegRight;0.4891
lowerLegRight;0.433922
forearmLeft;0.304707
upperarmLeft;0.328471
shoulderHalfLeft;0.131527
neck;0.0835105
shoulderHalfRight;0.185793
upperarmRight;0.256828
forearmRight;0.316547
shoulder;0.251172
upperBody;0.26112
hip;0.11106
lowerBody;0.365076
body;0.62616
lowerLegLeft;0.356426
upperLegLeft;0.476709
upperLegRight;0.489127
lowerLegRight;0.434217
forearmLeft;0.304903
upperarmLeft;0.328707
shoulderHalfLeft;0.131322
neck;0.0834787
shoulderHalfRight;0.187435
upperarmRight;0.256183
forearmRight;0.308143
shoulder;0.251732
upperBody;0.261051
hip;0.111106
lowerBody;0.365049
body;0.626065
lowerLegLeft;0.357153
upperLegLeft;0.475859
upperLegRight;0.488652
lowerLegRight;0.434544
forearmLeft;0.304657
upperarmLeft;0.328633
shoulderHalfLeft;0.13125
neck;0.083482
shoulderHalfRight;0.186712
upperarmRight;0.256566
forearmRight;0.311782
shoulder;0.251415
upperBody;0.261055
hip;0.111036
lowerBody;0.365048
body;0.626067
lowerLegLeft;0.407598
upperLegLeft;0.475532
upperLegRight;0.488651
lowerLegRight;0.480184
forearmLeft;0.304571
upperarmLeft;0.328548
shoulderHalfLeft;0.131162
neck;0.0834844
shoulderHalfRight;0.186492
upperarmRight;0.256773
forearmRight;0.314226
shoulder;0.251199
upperBody;0.26105
