property;value
upperBody;0.258258
hip;0.114437
lowerBody;0.360003
body;0.618218
lowerLegLeft;0.339189
upperLegLeft;0.500329
upperLegRight;0.483715
lowerLegRight;0.464722
forearmLeft;0.289549
upperarmLeft;0.319006
shoulderHalfLeft;0.133009
neck;0.0827883
shoulderHalfRight;0.185236
upperarmRight;0.265697
forearmRight;0.314787
shoulder;0.254038
upperBody;0.258253
hip;0.114436
lowerBody;0.359998
body;0.618209
lowerLegLeft;0.339534
upperLegLeft;0.499469
upperLegRight;0.483713
lowerLegRight;0.464594
forearmLeft;0.28939
upperarmLeft;0.318953
shoulderHalfLeft;0.133005
neck;0.0827822
shoulderHalfRight;0.185296
upperarmRight;0.265829
forearmRight;0.314659
shoulder;0.254138
upperBody;0.258235
hip;0.114421
lowerBody;0.359982
body;0.618175
lowerLegLeft;0.336754
upperLegLeft;0.502221
upperLegRight;0.483701
lowerLegRight;0.464634
forearmLeft;0.289406
upperarmLeft;0.318699
shoulderHalfLeft;0.13295
neck;0.0827814
shoulderHalfRight;0.185295
upperarmRight;0.265795
forearmRight;0.314766
shoulder;0.254214
upperBody;0.258231
hip;0.114433
lowerBody;0.359979
body;0.618168
lowerLegLeft;0.337272
upperLegLeft;0.50117
upperLegRight;0.48379
lowerLegRight;0.463964
forearmLeft;0.289409
upperarmLeft;0.318811
shoulderHalfLeft;0.133022
neck;0.0827811
shoulderHalfRight;0.185322
upperarmRight;0.265789
forearmRight;0.31469
shoulder;0.25413
upperBody;0.258229
hip;0.114427
lowerBody;0.359971
body;0.618157
lowerLegLeft;0.339495
upperLegLeft;0.501387
upperLegRight;0.483809
lowerLegRight;0.466323
forearmLeft;0.289395
upperarmLeft;0.319145
shoulderHalfLeft;0.133122
neck;0.0827889
shoulderHalfRight;0.185342
upperarmRight;0.265789
forearmRight;0.314604
shoulder;0.25407
upperBody;0.258241
hip;0.114486
lowerBody;0.359974
body;0.618173
lowerLegLeft;0.338766
upperLegLeft;0.502133
upperLegRight;0.483625
lowerLegRight;0.466371
forearmLeft;0.289425
upperarmLeft;0.318775
shoulderHalfLeft;0.133067
neck;0.0828005
shoulderHalfRight;0.18549
upperarmRight;0.265818
forearmRight;0.314626
shoulder;0.254143
upperBody;0.258266
hip;0.114469
lowerBody;0.359983
body;0.618206
lowerLegLeft;0.338707
upperLegLeft;0.501797
upperLegRight;0.484157
lowerLegRight;0.465696
forearmLeft;0.289455
upperarmLeft;0.318358
shoulderHalfLeft;0.133074
neck;0.0828002
shoulderHalfRight;0.185539
upperarmRight;0.265981
forearmRight;0.314539
shoulder;0.254377
upperBody;0.258263
hip;0.114473
lowerBody;0.359977
body;0.618197
lowerLegLeft;0.339264
upperLegLeft;0.501442
upperLegRight;0.483446
lowerLegRight;0.46634
forearmLeft;0.289548
upperarmLeft;0.318536
shoulderHalfLeft;0.133103
neck;0.0827967
shoulderHalfRight;0.185576
upperarmRight;0.266227
forearmRight;0.314194
shoulder;0.254309
upperBody;0.258251
hip;0.114501
lowerBody;0.359955
body;0.618164
lowerLegLeft;0.339586
upperLegLeft;0.500954
upperLegRight;0.483513
lowerLegRight;0.466094
forearmLeft;0.289582
upperarmLeft;0.318369
shoulderHalfLeft;0.133066
neck;0.0827962
shoulderHalfRight;0.185572
upperarmRight;0.266278
forearmRight;0.314189
shoulder;0.254488
upperBody;0.25825
hip;0.114502
lowerBody;0.359948
body;0.618156
lowerLegLeft;0.339923
upperLegLeft;0.500305
upperLegRight;0.483588
lowerLegRight;0.465674
forearmLeft;0.289755
upperarmLeft;0.318612
shoulderHalfLeft;0.133114
neck;0.0827984
shoulderHalfRight;0.185594
upperarmRight;0.266313
forearmRight;0.314149
shoulder;0.254346
upperBody;0.258249
hip;0.114503
lowerBody;0.359949
body;0.618155
lowerLegLeft;0.339564
upperLegLeft;0.499425
upperLegRight;0.483626
lowerLegRight;0.464645
forearmLeft;0.289809
upperarmLeft;0.318421
shoulderHalfLeft;0.132944
neck;0.0827844
shoulderHalfRight;0.185602
upperarmRight;0.266576
forearmRight;0.31385
shoulder;0.254356
upperBody;0.258218
hip;0.114494
lowerBody;0.359932
body;0.618107
lowerLegLeft;0.339277
upperLegLeft;0.499633
upperLegRight;0.483535
lowerLegRight;0.464704
forearmLeft;0.289996
upperarmLeft;0.318709
shoulderHalfLeft;0.133065
neck;0.082766
shoulderHalfRight;0.185562
upperarmRight;0.266631
forearmRight;0.313932
shoulder;0.25422
upperBody;0.258174
hip;0.114475
lowerBody;0.359895
body;0.618026
lowerLegLeft;0.338243
upperLegLeft;0.500795
upperLegRight;0.483604
lowerLegRight;0.464723
forearmLeft;0.289909
upperarmLeft;0.318966
shoulderHalfLeft;0.133174
neck;0.0827717
shoulderHalfRight;0.185703
upperarmRight;0.2669
forearmRight;0.313682
shoulder;0.254282
upperBody;0.258188
hip;0.114484
lowerBody;0.359898
body;0.618044
lowerLegLeft;0.340434
upperLegLeft;0.498651
upperLegRight;0.483613
lowerLegRight;0.464792
forearmLeft;0.289932
upperarmLeft;0.318593
shoulderHalfLeft;0.133121
neck;0.082774
shoulderHalfRight;0.185723
upperarmRight;0.267011
forearmRight;0.313621
shoulder;0.254319
upperBody;0.25819
hip;0.114502
lowerBody;0.359891
body;0.618039
lowerLegLeft;0.34061
upperLegLeft;0.4987
upperLegRight;0.483608
lowerLegRight;0.464902
forearmLeft;0.289951
upperarmLeft;0.318928
shoulderHalfLeft;0.133166
neck;0.0827602
shoulderHalfRight;0.185745
upperarmRight;0.267006
forearmRight;0.313573
shoulder;0.254183
upperBody;0.258159
hip;0.114493
lowerBody;0.35987
body;0.617987
lowerLegLeft;0.340217
upperLegLeft;0.499035
upperLegRight;0.483844
lowerLegRight;0.464608
forearmLeft;0.290054
upperarmLeft;0.319165
shoulderHalfLeft;0.133237
neck;0.0827665
shoulderHalfRight;0.185831
upperarmRight;0.266954
forearmRight;0.313637
shoulder;0.254142
upperBody;0.258173
hip;0.114478
lowerBody;0.359875
body;0.618006
lowerLegLeft;0.340519
upperLegLeft;0.499086
upperLegRight;0.483788
lowerLegRight;0.464884
forearmLeft;0.29027
upperarmLeft;0.319238
shoulderHalfLeft;0.133377
neck;0.0827837
shoulderHalfRight;0.18581
upperarmRight;0.267
forearmRight;0.313572
shoulder;0.254041
upperBody;0.25821
hip;0.11447
lowerBody;0.35989
body;0.618059
lowerLegLeft;0.341059
upperLegLeft;0.498746
upperLegRight;0.484134
lowerLegRight;0.464779
forearmLeft;0.290275
upperarmLeft;0.319056
shoulderHalfLeft;0.133262
neck;0.0827845
shoulderHalfRight;0.185757
upperarmRight;0.266933
forearmRight;0.313677
shoulder;0.254195
upperBody;0.25821
hip;0.114474
lowerBody;0.359864
body;0.618033
lowerLegLeft;0.341608
upperLegLeft;0.498766
upperLegRight;0.484365
lowerLegRight;0.465067
forearmLeft;0.290302
upperarmLeft;0.319266
shoulderHalfLeft;0.133285
neck;0.0827848
shoulderHalfRight;0.185771
upperarmRight;0.266982
forearmRight;0.313629
shoulder;0.254068
upperBody;0.25821
hip;0.114448
lowerBody;0.359859
body;0.618028
lowerLegLeft;0.341447
upperLegLeft;0.498513
upperLegRight;0.484494
lowerLegRight;0.464582
forearmLeft;0.290347
upperarmLeft;0.319424
shoulderHalfLeft;0.133344
neck;0.0827805
shoulderHalfRight;0.185747
upperarmRight;0.266945
forearmRight;0.313636
shoulder;0.254064
upperBody;0.258199
hip;0.114467
lowerBody;0.359852
body;0.61801
lowerLegLeft;0.341245
upperLegLeft;0.498371
upperLegRight;0.48466
lowerLegRight;0.464215
forearmLeft;0.286829
upperarmLeft;0.319571
shoulderHalfLeft;0.13335
neck;0.0827722
shoulderHalfRight;0.185769
upperarmRight;0.266909
forearmRight;0.313665
shoulder;0.254016
upperBody;0.258178
hip;0.114456
lowerBody;0.359841
body;0.617977
lowerLegLeft;0.340809
upperLegLeft;0.49837
upperLegRight;0.484659
lowerLegRight;0.463793
forearmLeft;0.287242
upperarmLeft;0.319754
shoulderHalfLeft;0.133352
neck;0.0827716
shoulderHalfRight;0.185727
upperarmRight;0.266957
forearmRight;0.313734
shoulder;0.253974
upperBody;0.25817
hip;0.114416
lowerBody;0.359812
body;0.617941
lowerLegLeft;0.340712
upperLegLeft;0.498569
upperLegRight;0.484568
lowerLegRight;0.463969
forearmLeft;0.287293
upperarmLeft;0.319437
shoulderHalfLeft;0.134129
neck;0.0827377
shoulderHalfRight;0.183428
upperarmRight;0.266968
forearmRight;0.313689
shoulder;0.254057
upperBody;0.258054
hip;0.114431
lowerBody;0.359718
body;0.617723
lowerLegLeft;0.340566
upperLegLeft;0.498357
upperLegRight;0.484606
lowerLegRight;0.463565
forearmLeft;0.287574
upperarmLeft;0.319489
shoulderHalfLeft;0.134127
neck;0.0827393
shoulderHalfRight;0.18368
upperarmRight;0.266828
forearmRight;0.313861
shoulder;0.254047
upperBody;0.258054
hip;0.114409
lowerBody;0.359714
body;0.617721
lowerLegLeft;0.341275
upperLegLeft;0.49838
upperLegRight;0.484507
lowerLegRight;0.464297
forearmLeft;0.28805
upperarmLeft;0.319729
shoulderHalfLeft;0.134112
neck;0.0827354
shoulderHalfRight;0.183839
upperarmRight;0.266731
forearmRight;0.313949
shoulder;0.253921
upperBody;0.25805
hip;0.114394
lowerBody;0.359712
body;0.617717
lowerLegLeft;0.341533
upperLegLeft;0.498274
upperLegRight;0.484518
lowerLegRight;0.464439
forearmLeft;0.288353
upperarmLeft;0.319153
shoulderHalfLeft;0.133767
neck;0.0827341
shoulderHalfRight;0.183909
upperarmRight;0.26715
forearmRight;0.31348
shoulder;0.254098
upperBody;0.258045
hip;0.114446
lowerBody;0.359728
body;0.617728
lowerLegLeft;0.341662
upperLegLeft;0.498384
upperLegRight;0.484259
lowerLegRight;0.464858
forearmLeft;0.288399
upperarmLeft;0.319461
shoulderHalfLeft;0.133734
neck;0.0827162
shoulderHalfRight;0.184028
upperarmRight;0.267136
forearmRight;0.313771
shoulder;0.254109
upperBody;0.258012
hip;0.114382
lowerBody;0.359713
body;0.61768
lowerLegLeft;0.34036
upperLegLeft;0.499597
upperLegRight;0.484009
lowerLegRight;0.464894
forearmLeft;0.288961
upperarmLeft;0.319773
shoulderHalfLeft;0.133751
neck;0.0827436
shoulderHalfRight;0.184222
upperarmRight;0.266939
forearmRight;0.313926
shoulder;0.254049
upperBody;0.258061
hip;0.114387
lowerBody;0.359721
body;0.617739
lowerLegLeft;0.341247
upperLegLeft;0.499371
upperLegRight;0.483979
lowerLegRight;0.465485
forearmLeft;0.289333
upperarmLeft;0.319745
shoulderHalfLeft;0.133736
neck;0.0827465
shoulderHalfRight;0.184308
upperarmRight;0.266894
forearmRight;0.314098
shoulder;0.254048
upperBody;0.258069
hip;0.114359
lowerBody;0.359719
body;0.617744
lowerLegLeft;0.341342
upperLegLeft;0.499241
upperLegRight;0.48414
lowerLegRight;0.465357
forearmLeft;0.289133
upperarmLeft;0.31957
shoulderHalfLeft;0.133193
neck;0.0827492
shoulderHalfRight;0.184405
upperarmRight;0.266862
forearmRight;0.314111
shoulder;0.254022
upperBody;0.258077
hip;0.114371
lowerBody;0.359717
body;0.617751
lowerLegLeft;0.339979
upperLegLeft;0.500649
upperLegRight;0.483871
lowerLegRight;0.46554
forearmLeft;0.289603
upperarmLeft;0.319727
shoulderHalfLeft;0.133427
neck;0.0827735
shoulderHalfRight;0.184486
upperarmRight;0.266835
forearmRight;0.314083
shoulder;0.253936
upperBody;0.258118
hip;0.114354
lowerBody;0.359743
body;0.617818
lowerLegLeft;0.339965
upperLegLeft;0.500367
upperLegRight;0.483909
lowerLegRight;0.465366
forearmLeft;0.289879
upperarmLeft;0.319904
shoulderHalfLeft;0.133424
neck;0.0827682
shoulderHalfRight;0.184558
upperarmRight;0.266492
forearmRight;0.31449
shoulder;0.253832
upperBody;0.258111
hip;0.114359
lowerBody;0.359731
body;0.617798
lowerLegLeft;0.339047
upperLegLeft;0.50098
upperLegRight;0.483956
lowerLegRight;0.465038
forearmLeft;0.2898
upperarmLeft;0.320067
shoulderHalfLeft;0.133409
neck;0.0827618
shoulderHalfRight;0.184701
upperarmRight;0.266449
forearmRight;0.314345
shoulder;0.25381
upperBody;0.258097
hip;0.114374
lowerBody;0.359713
body;0.617767
lowerLegLeft;0.339355
upperLegLeft;0.500866
upperLegRight;0.483938
lowerLegRight;0.465044
forearmLeft;0.290165
upperarmLeft;0.320373
shoulderHalfLeft;0.133489
neck;0.0827584
shoulderHalfRight;0.184736
upperarmRight;0.266394
forearmRight;0.314392
shoulder;0.253795
upperBody;0.258087
hip;0.114365
lowerBody;0.359705
body;0.617749
lowerLegLeft;0.339592
upperLegLeft;0.500568
upperLegRight;0.483924
lowerLegRight;0.465019
forearmLeft;0.287375
upperarmLeft;0.320621
shoulderHalfLeft;0.133515
neck;0.0827583
shoulderHalfRight;0.184744
upperarmRight;0.266431
forearmRight;0.314339
shoulder;0.253789
upperBody;0.258088
hip;0.114389
lowerBody;0.359705
body;0.61775
lowerLegLeft;0.339769
upperLegLeft;0.500378
upperLegRight;0.483898
lowerLegRight;0.465023
forearmLeft;0.287905
upperarmLeft;0.32012
shoulderHalfLeft;0.13346
neck;0.0827632
shoulderHalfRight;0.184767
upperarmRight;0.266355
forearmRight;0.314543
shoulder;0.254041
upperBody;0.258096
hip;0.114408
lowerBody;0.359724
body;0.617777
lowerLegLeft;0.339749
upperLegLeft;0.500361
upperLegRight;0.483953
lowerLegRight;0.464947
forearmLeft;0.288239
upperarmLeft;0.320209
shoulderHalfLeft;0.133482
neck;0.0827653
shoulderHalfRight;0.184805
upperarmRight;0.266367
forearmRight;0.3145
shoulder;0.254038
upperBody;0.258101
hip;0.114404
lowerBody;0.359726
body;0.617784
lowerLegLeft;0.339806
upperLegLeft;0.500435
upperLegRight;0.483858
lowerLegRight;0.465107
forearmLeft;0.288509
upperarmLeft;0.320296
shoulderHalfLeft;0.134065
neck;0.082702
shoulderHalfRight;0.18269
upperarmRight;0.266327
forearmRight;0.314557
shoulder;0.25406
upperBody;0.257933
hip;0.114448
lowerBody;0.359598
body;0.617482
lowerLegLeft;0.340164
upperLegLeft;0.500031
upperLegRight;0.483817
lowerLegRight;0.465126
forearmLeft;0.288545
upperarmLeft;0.319941
shoulderHalfLeft;0.134449
neck;0.082723
shoulderHalfRight;0.18154
upperarmRight;0.266259
forearmRight;0.314617
shoulder;0.254085
upperBody;0.257955
hip;0.11447
lowerBody;0.359579
body;0.61748
lowerLegLeft;0.340074
upperLegLeft;0.500078
upperLegRight;0.483805
lowerLegRight;0.465042
forearmLeft;0.288774
upperarmLeft;0.320057
shoulderHalfLeft;0.134375
neck;0.0827147
shoulderHalfRight;0.18189
upperarmRight;0.266101
forearmRight;0.314743
shoulder;0.253956
upperBody;0.257946
hip;0.114469
lowerBody;0.359577
body;0.617471
lowerLegLeft;0.340478
upperLegLeft;0.4997
upperLegRight;0.48384
lowerLegRight;0.465028
forearmLeft;0.288789
upperarmLeft;0.319591
shoulderHalfLeft;0.133982
neck;0.0826843
shoulderHalfRight;0.182191
upperarmRight;0.26599
forearmRight;0.314728
shoulder;0.254144
upperBody;0.257886
hip;0.114473
lowerBody;0.359553
body;0.617391
lowerLegLeft;0.340208
upperLegLeft;0.499807
upperLegRight;0.483439
lowerLegRight;0.465156
forearmLeft;0.288918
upperarmLeft;0.319953
shoulderHalfLeft;0.133992
neck;0.0826937
shoulderHalfRight;0.182462
upperarmRight;0.265883
forearmRight;0.314773
shoulder;0.254036
upperBody;0.25791
hip;0.114471
lowerBody;0.35956
body;0.617423
lowerLegLeft;0.341149
upperLegLeft;0.49981
upperLegRight;0.483739
lowerLegRight;0.465781
forearmLeft;0.28908
upperarmLeft;0.319582
shoulderHalfLeft;0.134021
neck;0.0827364
shoulderHalfRight;0.182869
upperarmRight;0.265805
forearmRight;0.314806
shoulder;0.254238
upperBody;0.258006
hip;0.114471
lowerBody;0.359604
body;0.617564
lowerLegLeft;0.339964
upperLegLeft;0.500982
upperLegRight;0.483741
lowerLegRight;0.465693
forearmLeft;0.289562
upperarmLeft;0.319282
shoulderHalfLeft;0.133878
neck;0.0827421
shoulderHalfRight;0.183029
upperarmRight;0.26572
forearmRight;0.315107
shoulder;0.254498
upperBody;0.25801
hip;0.114487
lowerBody;0.359626
body;0.617592
lowerLegLeft;0.339394
upperLegLeft;0.500818
upperLegRight;0.483718
lowerLegRight;0.464996
forearmLeft;0.285433
upperarmLeft;0.319599
shoulderHalfLeft;0.133943
neck;0.0827565
shoulderHalfRight;0.18324
upperarmRight;0.265643
forearmRight;0.315124
shoulder;0.254371
upperBody;0.258043
hip;0.114485
lowerBody;0.359636
body;0.617635
lowerLegLeft;0.339911
upperLegLeft;0.499212
upperLegRight;0.483643
lowerLegRight;0.464569
forearmLeft;0.286494
upperarmLeft;0.320008
shoulderHalfLeft;0.134432
neck;0.082767
shoulderHalfRight;0.182154
upperarmRight;0.26558
forearmRight;0.31518
shoulder;0.254261
upperBody;0.258036
hip;0.114496
lowerBody;0.359591
body;0.617579
lowerLegLeft;0.344007
upperLegLeft;0.497875
upperLegRight;0.483036
lowerLegRight;0.467305
forearmLeft;0.283856
upperarmLeft;0.320386
shoulderHalfLeft;0.134498
neck;0.0827807
shoulderHalfRight;0.182457
upperarmRight;0.265548
forearmRight;0.31533
shoulder;0.254227
upperBody;0.258061
hip;0.114491
lowerBody;0.359604
body;0.617618
lowerLegLeft;0.343727
upperLegLeft;0.498483
upperLegRight;0.483058
lowerLegRight;0.467707
forearmLeft;0.285005
upperarmLeft;0.320876
shoulderHalfLeft;0.13437
neck;0.0827802
shoulderHalfRight;0.18264
upperarmRight;0.265575
forearmRight;0.31545
shoulder;0.254165
upperBody;0.258055
hip;0.114509
lowerBody;0.359597
body;0.617606
lowerLegLeft;0.343466
upperLegLeft;0.498527
upperLegRight;0.482984
lowerLegRight;0.46764
forearmLeft;0.283054
upperarmLeft;0.320461
shoulderHalfLeft;0.134288
neck;0.082811
shoulderHalfRight;0.182821
upperarmRight;0.265738
forearmRight;0.315276
shoulder;0.254219
upperBody;0.258115
hip;0.11459
lowerBody;0.359632
body;0.617702
lowerLegLeft;0.342468
upperLegLeft;0.497578
upperLegRight;0.482966
lowerLegRight;0.465791
forearmLeft;0.284211
upperarmLeft;0.321017
shoulderHalfLeft;0.134334
neck;0.0828233
shoulderHalfRight;0.18318
upperarmRight;0.265805
forearmRight;0.315219
shoulder;0.254213
upperBody;0.258152
hip;0.114589
lowerBody;0.359642
body;0.61775
lowerLegLeft;0.341591
upperLegLeft;0.498164
upperLegRight;0.482967
lowerLegRight;0.46546
forearmLeft;0.285868
upperarmLeft;0.321223
shoulderHalfLeft;0.134368
neck;0.0828273
shoulderHalfRight;0.183523
upperarmRight;0.265745
forearmRight;0.315212
shoulder;0.254202
upperBody;0.258175
hip;0.11458
lowerBody;0.359658
body;0.617791
lowerLegLeft;0.340737
upperLegLeft;0.498477
upperLegRight;0.482981
lowerLegRight;0.465034
forearmLeft;0.2859
upperarmLeft;0.321382
shoulderHalfLeft;0.134418
neck;0.0828291
shoulderHalfRight;0.183676
upperarmRight;0.265778
forearmRight;0.31509
shoulder;0.25421
upperBody;0.258188
hip;0.114601
lowerBody;0.35967
body;0.617816
lowerLegLeft;0.35597
upperLegLeft;0.498439
upperLegRight;0.482927
lowerLegRight;0.479388
forearmLeft;0.286062
upperarmLeft;0.321628
shoulderHalfLeft;0.134521
neck;0.0828341
shoulderHalfRight;0.183754
upperarmRight;0.265733
forearmRight;0.31511
shoulder;0.25419
upperBody;0.258202
hip;0.1146
lowerBody;0.359677
body;0.617836
lowerLegLeft;0.348621
upperLegLeft;0.498133
upperLegRight;0.482869
lowerLegRight;0.47211
forearmLeft;0.286449
upperarmLeft;0.321735
shoulderHalfLeft;0.134591
neck;0.0828547
shoulderHalfRight;0.184052
upperarmRight;0.265712
forearmRight;0.315117
shoulder;0.254239
upperBody;0.25827
hip;0.114607
lowerBody;0.359732
body;0.617961
lowerLegLeft;0.343697
upperLegLeft;0.498214
upperLegRight;0.483498
lowerLegRight;0.467113
forearmLeft;0.287206
upperarmLeft;0.321806
shoulderHalfLeft;0.134569
neck;0.082869
shoulderHalfRight;0.18425
upperarmRight;0.265728
forearmRight;0.315349
shoulder;0.254229
upperBody;0.258307
hip;0.114612
lowerBody;0.359751
body;0.618016
lowerLegLeft;0.342651
upperLegLeft;0.498197
upperLegRight;0.483405
lowerLegRight;0.466207
forearmLeft;0.287592
upperarmLeft;0.321921
shoulderHalfLeft;0.134646
neck;0.0828715
shoulderHalfRight;0.184378
upperarmRight;0.265651
forearmRight;0.315449
shoulder;0.254309
upperBody;0.258321
hip;0.114594
lowerBody;0.359773
body;0.618053
lowerLegLeft;0.341901
upperLegLeft;0.497827
upperLegRight;0.483392
lowerLegRight;0.464992
forearmLeft;0.28791
upperarmLeft;0.32215
shoulderHalfLeft;0.134708
neck;0.0828747
shoulderHalfRight;0.184506
upperarmRight;0.265663
forearmRight;0.315338
shoulder;0.254286
upperBody;0.258342
hip;0.11459
lowerBody;0.359801
body;0.618102
lowerLegLeft;0.341899
upperLegLeft;0.497751
upperLegRight;0.483378
lowerLegRight;0.464847
forearmLeft;0.288333
upperarmLeft;0.322239
shoulderHalfLeft;0.134829
neck;0.0828861
shoulderHalfRight;0.184566
upperarmRight;0.265655
forearmRight;0.315316
shoulder;0.254272
upperBody;0.258371
hip;0.114591
lowerBody;0.359824
body;0.618154
lowerLegLeft;0.342463
upperLegLeft;0.498968
upperLegRight;0.48372
lowerLegRight;0.466032
forearmLeft;0.288739
upperarmLeft;0.32182
shoulderHalfLeft;0.135137
neck;0.0828739
shoulderHalfRight;0.1831
upperarmRight;0.265712
forearmRight;0.315128
shoulder;0.254432
upperBody;0.258367
hip;0.114593
lowerBody;0.359867
body;0.61819
lowerLegLeft;0.342783
upperLegLeft;0.498423
upperLegRight;0.483742
lowerLegRight;0.465887
forearmLeft;0.289248
upperarmLeft;0.322113
shoulderHalfLeft;0.135219
neck;0.0828872
shoulderHalfRight;0.183207
upperarmRight;0.265611
forearmRight;0.315201
shoulder;0.254351
upperBody;0.258391
hip;0.114603
lowerBody;0.359879
body;0.618226
lowerLegLeft;0.341815
upperLegLeft;0.498261
upperLegRight;0.483665
lowerLegRight;0.464847
forearmLeft;0.289445
upperarmLeft;0.322296
shoulderHalfLeft;0.135294
neck;0.082871
shoulderHalfRight;0.183253
upperarmRight;0.265571
forearmRight;0.315315
shoulder;0.254316
upperBody;0.258365
hip;0.114608
lowerBody;0.359871
body;0.618192
lowerLegLeft;0.341393
upperLegLeft;0.498084
upperLegRight;0.483533
lowerLegRight;0.464799
forearmLeft;0.289752
upperarmLeft;0.322509
shoulderHalfLeft;0.13585
neck;0.0828546
shoulderHalfRight;0.18203
upperarmRight;0.265592
forearmRight;0.315317
shoulder;0.254383
upperBody;0.258315
hip;0.114627
lowerBody;0.359825
body;0.618092
lowerLegLeft;0.339231
upperLegLeft;0.500209
upperLegRight;0.483522
lowerLegRight;0.464751
forearmLeft;0.290009
upperarmLeft;0.322567
shoulderHalfLeft;0.135908
neck;0.0828702
shoulderHalfRight;0.182449
upperarmRight;0.265647
forearmRight;0.315168
shoulder;0.25445
upperBody;0.258354
hip;0.114626
lowerBody;0.359849
body;0.618156
lowerLegLeft;0.341334
upperLegLeft;0.499155
upperLegRight;0.483406
lowerLegRight;0.465627
forearmLeft;0.286291
upperarmLeft;0.322604
shoulderHalfLeft;0.136015
neck;0.0828909
shoulderHalfRight;0.182827
upperarmRight;0.265675
forearmRight;0.315001
shoulder;0.254511
upperBody;0.258397
hip;0.114631
lowerBody;0.359866
body;0.618218
lowerLegLeft;0.341447
upperLegLeft;0.498895
upperLegRight;0.483396
lowerLegRight;0.465507
forearmLeft;0.286766
upperarmLeft;0.322674
shoulderHalfLeft;0.13613
neck;0.082898
shoulderHalfRight;0.183288
upperarmRight;0.265548
forearmRight;0.314767
shoulder;0.254568
upperBody;0.258428
hip;0.114701
lowerBody;0.359888
body;0.618273
lowerLegLeft;0.340799
upperLegLeft;0.499116
upperLegRight;0.48336
lowerLegRight;0.465137
forearmLeft;0.285143
upperarmLeft;0.322672
shoulderHalfLeft;0.136106
neck;0.0829044
shoulderHalfRight;0.183751
upperarmRight;0.265545
forearmRight;0.314653
shoulder;0.254611
upperBody;0.258449
hip;0.11476
lowerBody;0.359904
body;0.618312
lowerLegLeft;0.353221
upperLegLeft;0.498556
upperLegRight;0.48334
lowerLegRight;0.475496
forearmLeft;0.286115
upperarmLeft;0.322095
shoulderHalfLeft;0.136659
neck;0.0828929
shoulderHalfRight;0.182198
upperarmRight;0.265573
forearmRight;0.314579
shoulder;0.254475
upperBody;0.258422
hip;0.114758
lowerBody;0.359897
body;0.618271
lowerLegLeft;0.349293
upperLegLeft;0.498071
upperLegRight;0.4833
lowerLegRight;0.471805
forearmLeft;0.286848
upperarmLeft;0.321408
shoulderHalfLeft;0.1365
neck;0.0829161
shoulderHalfRight;0.182511
upperarmRight;0.265532
forearmRight;0.314509
shoulder;0.25449
upperBody;0.258463
hip;0.114759
lowerBody;0.359925
body;0.618342
lowerLegLeft;0.346036
upperLegLeft;0.500632
upperLegRight;0.483263
lowerLegRight;0.471184
forearmLeft;0.287103
upperarmLeft;0.321005
shoulderHalfLeft;0.136817
neck;0.0829146
shoulderHalfRight;0.181553
upperarmRight;0.265483
forearmRight;0.314336
shoulder;0.254576
upperBody;0.258456
hip;0.114805
lowerBody;0.359885
body;0.618293
lowerLegLeft;0.343485
upperLegLeft;0.50007
upperLegRight;0.483172
lowerLegRight;0.468451
forearmLeft;0.287669
upperarmLeft;0.320584
shoulderHalfLeft;0.136749
neck;0.0829625
shoulderHalfRight;0.182214
upperarmRight;0.265417
forearmRight;0.314393
shoulder;0.254559
upperBody;0.258568
hip;0.114876
lowerBody;0.359943
body;0.618469
lowerLegLeft;0.341247
upperLegLeft;0.499187
upperLegRight;0.483125
lowerLegRight;0.465489
forearmLeft;0.288161
upperarmLeft;0.320016
shoulderHalfLeft;0.136888
neck;0.0829356
shoulderHalfRight;0.1815
upperarmRight;0.265305
forearmRight;0.314595
shoulder;0.254648
upperBody;0.25851
hip;0.114882
lowerBody;0.359909
body;0.618373
lowerLegLeft;0.341674
upperLegLeft;0.498413
upperLegRight;0.483092
lowerLegRight;0.465253
forearmLeft;0.288479
upperarmLeft;0.319818
shoulderHalfLeft;0.136966
neck;0.0829249
shoulderHalfRight;0.181194
upperarmRight;0.265211
forearmRight;0.314497
shoulder;0.254906
upperBody;0.258487
hip;0.114925
lowerBody;0.35988
body;0.618319
lowerLegLeft;0.339945
upperLegLeft;0.498544
upperLegRight;0.483282
lowerLegRight;0.463661
forearmLeft;0.288769
upperarmLeft;0.319515
shoulderHalfLeft;0.137038
neck;0.0829193
shoulderHalfRight;0.180778
upperarmRight;0.265164
forearmRight;0.314533
shoulder;0.254934
upperBody;0.258475
hip;0.114955
lowerBody;0.359874
body;0.6183
lowerLegLeft;0.339831
upperLegLeft;0.498502
upperLegRight;0.483292
lowerLegRight;0.463689
forearmLeft;0.288829
upperarmLeft;0.320271
shoulderHalfLeft;0.137044
neck;0.0828978
shoulderHalfRight;0.181496
upperarmRight;0.265167
forearmRight;0.314661
shoulder;0.254997
upperBody;0.258448
hip;0.114957
lowerBody;0.359873
body;0.618276
lowerLegLeft;0.339742
upperLegLeft;0.49861
upperLegRight;0.483284
lowerLegRight;0.463699
forearmLeft;0.288863
upperarmLeft;0.32079
shoulderHalfLeft;0.137297
neck;0.0828936
shoulderHalfRight;0.180961
upperarmRight;0.265241
forearmRight;0.31463
shoulder;0.254868
upperBody;0.258435
hip;0.114969
lowerBody;0.35985
body;0.618239
lowerLegLeft;0.336984
